id,price,desc,numstories,yearbuilt,exteriorfinish,rooftype,basement,totalrooms,bedrooms,bathrooms,fireplaces,sqft,lotarea,state,zipcode,AvgIncome
VA10851,244743.4175,SINGLE FAMILY,1,1989,Frame,SHINGLE,0,6,3,2,NA,1659,30602,VA,23225,35101
VA10322,158112.9844,CONDOMINIUM,1,1910,Brick,ROLL,0,4,2,1,NA,700,0,VA,23219,11306
PA10210,694428.4655,SINGLE FAMILY,2,2004,Brick,SHINGLE,1,10,4,3.5,0,4539,47655,PA,15044,95289
PA10024,187864.3014,SINGLE FAMILY,2,1910,Brick,SLATE,1,9,4,2.5,1,2880,7950,PA,15213,18473
VA10014,559055.8968,SINGLE FAMILY,2,1939,Brick,SLATE,0,9,4,2.5,NA,2478,11927.2,VA,23221,39943
VA10476,427876.6119,SINGLE FAMILY,2,1890,Brick,METAL,0,8,4,2.5,NA,2016,2774.19,VA,23223,27936
PA10897,303264.8964,CONDOMINIUM,2,2011,Frame,SHINGLE,1,8,4,2.5,0,2756,0,PA,15227,38439
PA10602,291259.7741,SINGLE FAMILY,2,2014,Frame,SHINGLE,1,8,4,2.5,0,2368,12983,PA,15026,69387
VA10794,819089.0573,SINGLE FAMILY,2,1936,Brick,SLATE,0,10,5,3.5,NA,3258,10811,VA,23226,50519
VA10909,292276.6908,SINGLE FAMILY,2,1900,Frame,METAL,0,6,3,2,NA,1900,3933,VA,23223,27936
VA10537,228255.5812,SINGLE FAMILY,1.5,1939,Brick,SLATE,0,7,3,2,NA,1979,6650,VA,23222,29570
PA10813,455507.0045,SINGLE FAMILY,2,1992,Stucco,SHINGLE,1,9,4,3.5,1,3976,16435,PA,15044,95289
VA10762,407805.1476,SINGLE FAMILY,2,1929,Brick,SLATE,1,7,3,2,NA,1614,6800,VA,23221,39943
PA10593,1092071.594,SINGLE FAMILY,2,1992,Brick,SHINGLE,1,9,4,5,3,7764,83635,PA,15238,67370
PA10119,112623.7944,ROWHOUSE,2,1900,Frame,SHINGLE,1,7,3,2.5,0,2242,2054,PA,15212,26712
PA10947,224011.0649,CONDOMINIUM,2,1993,Brick,SHINGLE,1,7,3,1.5,0,1814,3084,PA,15212,26712
VA10349,354709.9475,SINGLE FAMILY,2,1916,Brick,METAL,0,9,4,1,NA,1596,2875,VA,23221,39943
VA10470,407912.4494,SINGLE FAMILY,2,1910,Brick,METAL,0,6,3,1.5,NA,1888,1480.2,VA,23220,26557
PA10670,265174.9633,SINGLE FAMILY,2,1906,Frame,SHINGLE,1,8,4,2.5,0,1875,5401,PA,15215,43750
VA10237,431503.2315,SINGLE FAMILY,2.5,1986,Frame,SHINGLE,1,7,3,3,NA,2160,1886,VA,23221,39943
PA10595,353938.7662,SINGLE FAMILY,1,1949,Brick,SLATE,1,6,2,3,1,2322,23157,PA,15243,60717
PA10853,418670.446,SINGLE FAMILY,2,2015,Frame,SHINGLE,1,9,4,2.5,0,3116,22849,PA,15044,95289
PA10219,254706.6777,SINGLE FAMILY,3,1900,Frame,ROLL,1,11,5,3,0,3462,3180,PA,15212,26712
VA10394,476423.9651,SINGLE FAMILY,2.5,1986,Frame,ROLL,0,6,2,2.5,NA,2464,3145,VA,23221,39943
VA10281,147549.2932,SINGLE FAMILY,1,1953,Brick,ROLL,0,11,3,1,NA,1084,15505,VA,23225,35101
PA10875,117226.2163,SINGLE FAMILY,1,1948,Frame,SHINGLE,1,6,3,2,0,1056,15200,PA,15025,60669
PA10525,134535.0731,SINGLE FAMILY,2,1980,Frame,SHINGLE,1,6,3,1.5,1,1504,9583,PA,15235,41367
PA10752,74985.23612,CONDOMINIUM,1,1983,Brick,SHINGLE,0,5,2,1.5,0,851,0,PA,15215,43750
PA10015,319112.2453,SINGLE FAMILY,2,1964,Brick,SHINGLE,1,9,4,2.5,1,2494,20025,PA,15237,55016
PA10784,1166323.83,SINGLE FAMILY,1.5,2011,Stone,SLATE,1,10,4,5,3,7636,54929,PA,15238,67370
PA10926,57232.97168,SINGLE FAMILY,1,1949,Brick,SHINGLE,1,5,2,1,0,1136,3840,PA,15030,50313
PA10149,62226.96457,SINGLE FAMILY,1,1946,Frame,SHINGLE,1,5,2,1,0,962,12137,PA,15030,50313
PA10579,95695.02925,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,7,3,2,1,1756,7800,PA,15243,60717
PA10774,180722.5358,SINGLE FAMILY,1,1950,Frame,SHINGLE,1,7,2,2,0,1293,130680,PA,15238,67370
PA10344,264733.5615,SINGLE FAMILY,2,2012,Frame,SHINGLE,1,8,4,2.5,0,1960,13599,PA,15037,55863
PA10682,1278376.573,SINGLE FAMILY,2,1917,Stone,SHINGLE,1,10,7,7,4,8096,365468,PA,15044,95289
PA10336,238421.8296,SINGLE FAMILY,2,1855,Brick,SHINGLE,1,9,4,2,1,3570,10500,PA,15212,26712
PA10291,116362.6971,SINGLE FAMILY,2,1920,Frame,SLATE,1,8,3,1,1,2210,5400,PA,15003,37868
PA10399,649046.8244,SINGLE FAMILY,1,1950,Brick,SLATE,1,10,4,5.5,2,3643,18590,PA,15243,60717
VA10653,191502.6691,CONDOMINIUM,1,1976,Brick,SHINGLE,0,4,1,1,NA,1105,1089,VA,23223,27936
PA10062,42930.99883,SINGLE FAMILY,2,1916,Frame,SHINGLE,1,5,2,1,1,1320,3960,PA,15212,26712
PA10162,51417.82758,SINGLE FAMILY,2,1940,Frame,SHINGLE,1,6,3,1,0,1104,3300,PA,15216,39526
PA10384,498788.4721,SINGLE FAMILY,1,1989,Stone,SHINGLE,1,8,3,2.5,1,6341,745007,PA,15025,60669
PA10468,247077.8814,SINGLE FAMILY,1.5,1994,Frame,SHINGLE,1,8,3,2.5,0,2566,98881,PA,15025,60669
VA10818,119115.7316,SINGLE FAMILY,1,1954,Brick,SHINGLE,0,6,2,1,NA,1281,26005.32,VA,23224,27132
PA10681,73652.18697,SINGLE FAMILY,1,1968,Frame,SHINGLE,1,7,3,1.5,0,1428,14753,PA,15235,41367
PA10139,209376.3681,SINGLE FAMILY,2,1956,Brick,SHINGLE,1,9,4,2.5,0,2199,6984,PA,15243,60717
PA10488,93206.69073,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,6,3,1,2,1001,22416,PA,15241,85102
VA10279,82241.39295,SINGLE FAMILY,1,1941,Brick,SHINGLE,0,5,2,1,NA,888,6500,VA,23224,27132
VA10300,198207.5254,CONDOMINIUM,1,1953,Brick,SLATE,0,5,2,1,NA,1127,0,VA,23221,39943
VA10147,684162.8828,SINGLE FAMILY,3,1849,Brick,METAL,1,11,5,4,NA,3360,5722.65,VA,23223,27936
VA10968,333172.5255,SINGLE FAMILY,2,1900,Brick,METAL,0,8,4,2,NA,2422,2116.09,VA,23220,26557
PA10629,158995.9424,SINGLE FAMILY,2,1902,Frame,SHINGLE,1,7,3,1,0,1470,3333,PA,15215,43750
VA10703,266119.171,SINGLE FAMILY,2,1929,Brick,METAL,0,8,3,1,NA,1196,2610,VA,23230,36083
PA10381,501804.4577,SINGLE FAMILY,1.8,1994,Brick,SHINGLE,1,7,4,4.5,1,3444,50094,PA,15005,64427
VA10451,760536.4632,MULTI-FAMILY,3,1910,Brick,METAL,0,16,7,7,NA,4152,6435,VA,23220,26557
VA10958,564183.1059,SINGLE FAMILY,1,1951,Brick,SHINGLE,0,9,4,2.5,NA,2947,31481.69,VA,23226,50519
VA10088,275206.1558,SINGLE FAMILY,1,1929,Stucco,SHINGLE,0,5,2,1.5,NA,1702,7000,VA,23227,36568
PA10855,167825.9663,MULTI-FAMILY,2,1920,Brick,SHINGLE,1,12,4,2,0,3000,8225,PA,15214,30725
PA10594,133486.7501,SINGLE FAMILY,1,1953,Brick,SHINGLE,1,5,3,2,0,950,12250,PA,15025,60669
PA10741,131252.902,SINGLE FAMILY,1,1965,Brick,SHINGLE,1,7,4,2,0,1491,7429,PA,15037,55863
PA10859,452239.3697,SINGLE FAMILY,2,2012,Brick,SHINGLE,1,8,4,3.5,1,2802,31218,PA,15236,46913
PA10606,73713.33855,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,5,3,2,0,920,8710,PA,15034,57850
VA10862,338437.8943,SINGLE FAMILY,2,1895,Brick,METAL,0,7,3,1.5,NA,1820,1524.29,VA,23223,27936
VA10598,346822.1781,SINGLE FAMILY,2,1946,Brick,METAL,0,6,3,1.5,NA,1524,2886.5,VA,23221,39943
PA10439,245140.0042,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,7,4,2.5,0,1212,62238,PA,15226,37889
PA10423,98441.28464,SINGLE FAMILY,1.5,1949,Brick,SHINGLE,1,6,2,1,0,1120,17213,PA,15241,85102
PA10170,154465.0172,SINGLE FAMILY,2,2006,Frame,SHINGLE,1,6,3,1.5,0,1320,3697,PA,15214,30725
VA10169,316428.4846,SINGLE FAMILY,2,1941,Brick,SLATE,0,7,3,1.5,NA,1632,7743.75,VA,23227,36568
VA10294,118922.8823,SINGLE FAMILY,1,1953,Frame,SHINGLE,0,5,2,1,NA,1103,7751,VA,23222,29570
VA10348,550405.5816,SINGLE FAMILY,1,1949,Brick,SHINGLE,0,9,4,2.5,NA,2715,15101.34,VA,23226,50519
PA10273,117268.9377,SINGLE FAMILY,1,1952,Brick,SHINGLE,1,6,2,1,0,1080,13875,PA,15243,60717
VA10240,158046.5448,SINGLE FAMILY,2,1925,Stucco,ROLL,0,9,5,1,NA,1836,8121,VA,23222,29570
PA10821,253093.7891,SINGLE FAMILY,1,2013,Frame,SHINGLE,1,6,3,2,0,1764,16947,PA,15025,60669
PA10010,141630.8617,SINGLE FAMILY,1,1968,Brick,SHINGLE,1,7,3,1.5,0,1453,7808,PA,15025,60669
PA10883,328819.1227,CONDOMINIUM,1,2007,Concrete,ROLL,0,4,1,1.5,0,1578,0,PA,15222,18598
VA10857,339252.9166,SINGLE FAMILY,1,1938,Brick,SLATE,0,8,3,3.5,NA,1418,34172,VA,23227,36568
PA10095,125306.2335,SINGLE FAMILY,2,1952,Brick,SHINGLE,0,6,3,1.5,0,1440,9040,PA,15236,46913
VA10594,367951.5444,SINGLE FAMILY,1,1916,Brick,METAL,0,6,3,2,NA,1599,0,VA,23220,26557
VA10803,215799.3794,SINGLE FAMILY,2,1900,Frame,METAL,0,5,2,1.5,NA,1361,3535.1,VA,23220,26557
VA10660,71883.45377,SINGLE FAMILY,1,1924,Frame,METAL,0,5,3,1,NA,900,4500,VA,23224,27132
PA10611,58772.9578,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,5,3,1,0,1360,880,PA,15224,22880
VA10382,264242.1372,SINGLE FAMILY,2,1928,Stucco,SHINGLE,0,7,3,1,NA,1344,5299,VA,23227,36568
PA10422,923686.8654,SINGLE FAMILY,2,1992,Frame,SHINGLE,1,8,4,4.5,1,6750,93610,PA,15215,43750
VA10429,120868.4855,SINGLE FAMILY,1,1960,Frame,SHINGLE,0,7,4,1,NA,1269,11182.45,VA,23222,29570
PA10914,78192.66981,SINGLE FAMILY,1,1951,Brick,SHINGLE,1,5,2,1,1,771,6843,PA,15236,46913
PA10913,299213.034,SINGLE FAMILY,2,2001,Brick,SHINGLE,1,7,4,2.5,0,2092,13769,PA,15025,60669
PA10133,1098461.306,SINGLE FAMILY,2,2015,Stucco,SHINGLE,1,13,5,7,0,8919,141012,PA,15215,43750
VA10527,443547.1768,SINGLE FAMILY,2,1915,Brick,METAL,0,6,3,2.5,NA,1602,2491,VA,23220,26557
VA10075,342281.9071,SINGLE FAMILY,2,1929,Brick,SLATE,0,8,4,2,NA,2046,6498,VA,23225,35101
PA10483,74398.07174,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,7,2,1.5,0,936,6172,PA,15030,50313
PA10085,250299.9637,SINGLE FAMILY,2,1938,Brick,SLATE,1,6,3,1.5,0,1792,5265,PA,15216,39526
PA10014,58321.12183,SINGLE FAMILY,1,1950,Frame,SHINGLE,1,5,2,1,0,941,4410,PA,15225,30625
VA10085,309837.3387,SINGLE FAMILY,2,1936,Brick,SLATE,0,7,4,1.5,NA,1926,7375,VA,23227,36568
PA10190,275134.0964,CONDOMINIUM,1,1972,Brick,ROLL,0,5,2,2.5,0,1830,0,PA,15213,18473
VA10751,246373.0987,SINGLE FAMILY,2,2005,Frame,SHINGLE,0,6,3,2.5,NA,2016,17336,VA,23234,40522
VA10856,306259.4513,SINGLE FAMILY,2,1922,Brick,SLATE,0,7,3,1.5,NA,1636,2731.3,VA,23220,26557
VA10852,194840.316,SINGLE FAMILY,2,1921,Stucco,METAL,0,11,4,1.5,NA,2342,9800,VA,23222,29570
VA10439,215456.2278,SINGLE FAMILY,1,1920,Stucco,METAL,0,6,2,1,NA,1152,3000,VA,23221,39943
VA10087,305863.6448,SINGLE FAMILY,2,1921,Stucco,SLATE,0,7,3,1.5,NA,1694,6600,VA,23227,36568
VA10010,420803.3616,SINGLE FAMILY,2,1940,Brick,SLATE,0,8,4,2.5,NA,1966,6600,VA,23225,35101
VA10955,168025.1734,SINGLE FAMILY,2,1937,Brick,SLATE,0,7,3,1,NA,1416,7506,VA,23222,29570
VA10162,318031.218,SINGLE FAMILY,2,1928,Stucco,SHINGLE,0,9,4,2,NA,1896,5280,VA,23227,36568
PA10413,52421.3234,SINGLE FAMILY,1,1970,Frame,SHINGLE,1,7,3,2,0,1300,2043,PA,15332,62875
VA10446,253265.1056,SINGLE FAMILY,2,1922,Stucco,ROLL,0,8,4,2.5,NA,1560,4050,VA,23222,29570
VA10687,207533.8488,SINGLE FAMILY,2,1900,Frame,ROLL,0,7,3,1,NA,1748,2806,VA,23220,26557
VA10199,728272.5104,SINGLE FAMILY,2,1911,Brick,METAL,0,8,4,2.5,NA,3142,3279.6,VA,23220,26557
VA10410,351130.8179,SINGLE FAMILY,2,1910,Frame,SLATE,0,7,3,3,NA,2098,15385,VA,23225,35101
PA10346,131214.5129,MULTI-FAMILY,3,1920,Frame,SHINGLE,1,6,4,1,0,1760,2000,PA,15219,14399
VA10750,187985.9423,CONDOMINIUM,1,1900,Brick,METAL,0,4,2,2,NA,1051,0,VA,23219,11306
VA10969,1348603.298,SINGLE FAMILY,1.5,1939,Brick,SLATE,1,12,5,4.5,NA,4487,44265,VA,23226,50519
PA10955,122085.5369,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,2,1,1242,7077,PA,15243,60717
VA10460,1276967.668,SINGLE FAMILY,2,1905,Frame,SLATE,0,11,5,4.5,NA,4967,46522.08,VA,23226,50519
VA10025,410201.7642,SINGLE FAMILY,2,1923,Brick,METAL,0,6,3,2.5,NA,1440,2200,VA,23220,26557
VA10599,659972.2721,SINGLE FAMILY,2,1909,Brick,METAL,0,8,4,2.5,NA,2761,4793.93,VA,23220,26557
PA10484,82985.46475,SINGLE FAMILY,2,1942,Brick,SHINGLE,1,6,3,1,1,1360,7800,PA,15214,30725
PA10256,1030230.642,SINGLE FAMILY,2,2000,Stone,SHINGLE,1,9,5,4.5,1,6494,49223,PA,15238,67370
PA10042,279557.938,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,8,4,2.5,0,2064,13971,PA,15026,69387
VA10830,435664.9133,SINGLE FAMILY,2,1930,Brick,SLATE,0,8,4,2.5,NA,1888,6290.1,VA,23221,39943
VA10609,161865.0103,SINGLE FAMILY,2,1924,Stucco,SLATE,0,10,4,2,NA,1768,5600,VA,23222,29570
VA10838,372247.8113,SINGLE FAMILY,1.5,1939,Brick,SLATE,0,7,4,2,NA,1907,6600,VA,23225,35101
VA10826,328631.1697,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,7,3,2.5,NA,2133,43812,VA,23235,56989
VA10232,337556.1727,SINGLE FAMILY,2,1920,Frame,METAL,0,8,4,2.5,NA,2248,7500,VA,23223,27936
VA10167,62418.27005,SINGLE FAMILY,1,1959,Frame,SHINGLE,0,3,1,1,NA,576,13416.48,VA,23225,35101
PA10638,314459.2494,SINGLE FAMILY,1,1993,Brick,SHINGLE,1,5,2,2.5,1,2167,41164,PA,15025,60669
VA10873,721678.5413,SINGLE FAMILY,2.5,1924,Brick,METAL,0,11,5,3.5,NA,3716,3711,VA,23221,39943
PA10365,43742.05051,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,4,2,1,0,1108,9331,PA,15332,62875
VA10103,308909.1935,SINGLE FAMILY,2,1920,Stucco,SLATE,0,8,4,2.5,NA,2188,7280,VA,23222,29570
VA10942,425761.1033,SINGLE FAMILY,2,1941,Brick,SLATE,0,8,3,2,NA,1638,6199.68,VA,23221,39943
PA10323,229016.1409,CONDOMINIUM,1,2000,Frame,SHINGLE,0,6,2,2.5,1,1596,0,PA,15025,60669
PA10972,234597.9491,SINGLE FAMILY,2,1992,Brick,SHINGLE,1,7,4,2,0,2160,18432,PA,15332,62875
PA10002,129912.9056,SINGLE FAMILY,1,1950,Stone,SHINGLE,1,5,2,1.5,1,1393,20255,PA,15044,95289
VA10425,676780.7293,SINGLE FAMILY,2,1909,Brick,METAL,0,8,4,2.5,NA,2953,3482,VA,23220,26557
PA10052,368854.4221,SINGLE FAMILY,2,1890,Frame,SHINGLE,1,7,4,2,1,2856,3820212,PA,15332,62875
PA10154,365484.8368,CONDOMINIUM,1,2007,Brick,ROLL,0,4,2,2,0,1343,1405,PA,15222,18598
PA10275,135843.8571,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,6,3,1,1,1213,10193,PA,15236,46913
VA10515,429996.8309,SINGLE FAMILY,1.5,1939,Brick,SLATE,0,8,3,2,NA,1984,9750,VA,23221,39943
VA10417,826954.4075,SINGLE FAMILY,2,1938,Brick,SLATE,0,9,3,3.5,NA,3203,8971,VA,23226,50519
PA10296,222553.1129,SINGLE FAMILY,1,2012,Frame,SHINGLE,0,5,2,2,0,2067,6980,PA,15237,55016
VA10603,1101531.659,SINGLE FAMILY,2,1928,Brick,SLATE,0,10,4,3.5,NA,3998,20500,VA,23226,50519
PA10649,262993.1464,SINGLE FAMILY,1.5,1950,Brick,SHINGLE,1,6,3,2.5,0,2515,12240,PA,15227,38439
VA10122,548559.7362,SINGLE FAMILY,1.5,1951,Brick,SLATE,0,7,3,2.5,NA,2575,16548,VA,23221,39943
VA10709,293617.6289,SINGLE FAMILY,2,1936,Brick,SLATE,0,6,3,1.5,NA,1358,15264,VA,23226,50519
PA10502,321754.6688,SINGLE FAMILY,1,1979,Frame,SHINGLE,1,7,3,3,1,2132,38937,PA,15044,95289
VA10030,343116.0306,SINGLE FAMILY,2,1890,Stucco,METAL,0,8,4,2.5,NA,1840,2704,VA,23223,27936
PA10403,227009.6037,SINGLE FAMILY,1,1954,Brick,SHINGLE,0,5,3,2,1,1762,13925,PA,15243,60717
PA10441,203854.1852,CONDOMINIUM,2,1980,Brick,SHINGLE,1,5,2,2.5,1,2250,3077,PA,15215,43750
VA10657,289269.9907,SINGLE FAMILY,2,1922,Stucco,SLATE,0,7,3,1.5,NA,1566,9176,VA,23225,35101
VA10737,842456.6858,SINGLE FAMILY,2,1988,Frame,SHINGLE,0,9,4,3.5,NA,3984,28820,VA,23226,50519
PA10847,332407.3473,CONDOMINIUM,1,1986,Brick,ROLL,0,5,2,2,0,2086,0,PA,15213,18473
VA10203,1130281.974,SINGLE FAMILY,2,1920,Frame,SLATE,0,10,5,3.5,NA,3987,41269,VA,23226,50519
VA10667,196601.7919,SINGLE FAMILY,1.75,2002,Frame,SHINGLE,0,6,3,2.5,NA,1783,20952.36,VA,23224,27132
VA10311,391149.8796,SINGLE FAMILY,2,1910,Brick,METAL,0,8,3,2,NA,1886,1779.6,VA,23220,26557
VA10595,265461.4894,SINGLE FAMILY,1,1923,Brick,METAL,1,8,3,1,NA,1408,2380.4,VA,23220,26557
VA10740,226456.6082,SINGLE FAMILY,1,1910,Frame,METAL,0,6,3,2,NA,1464,2438.7,VA,23223,27936
VA10051,314539.3208,SINGLE FAMILY,2,1900,Brick,METAL,0,6,3,1.5,NA,1868,2400,VA,23220,26557
PA10175,117353.2442,SINGLE FAMILY,2,1905,Frame,SHINGLE,1,8,4,1,0,2475,26377,PA,15037,55863
VA10694,330588.4003,SINGLE FAMILY,2,1925,Brick,SLATE,0,6,3,1.5,NA,1743,8640,VA,23227,36568
VA10542,80648.81053,SINGLE FAMILY,1,1948,Brick,SHINGLE,0,4,2,1,NA,725,9100,VA,23224,27132
PA10187,375283.5437,SINGLE FAMILY,2,1924,Brick,SLATE,1,7,3,2,2,4103,214315,PA,15235,41367
VA10216,122795.4935,SINGLE FAMILY,2,1929,Frame,SHINGLE,0,6,3,1,NA,1268,4521.6,VA,23222,29570
PA10519,93857.77128,ROWHOUSE,2,1910,Frame,SHINGLE,1,6,3,1,0,1020,1000,PA,15212,26712
VA10982,292447.2012,SINGLE FAMILY,2,1922,Brick,METAL,0,7,3,1,NA,1759,2695,VA,23220,26557
PA10961,678796.246,SINGLE FAMILY,2,1920,Stone,SLATE,1,10,5,2.5,2,4325,27954,PA,15243,60717
PA10958,369047.236,SINGLE FAMILY,1,2015,Frame,SHINGLE,1,10,4,3,0,2184,100963,PA,15332,62875
VA10377,648687.5912,SINGLE FAMILY,2,1903,Brick,METAL,0,8,4,2.5,NA,3108,3920,VA,23220,26557
VA10546,867028.4976,SINGLE FAMILY,2,1949,Frame,SLATE,0,8,3,2.5,NA,2844,40815.72,VA,23226,50519
VA10416,405175.6265,SINGLE FAMILY,2,1925,Brick,METAL,1,7,2,3,NA,1422,3528.02,VA,23221,39943
VA10061,281377.0825,SINGLE FAMILY,2,1920,Frame,METAL,0,7,3,2.5,NA,1936,6000,VA,23222,29570
PA10589,108010.3887,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,6,3,2,1,1085,5566,PA,15226,37889
VA10715,713526.5916,SINGLE FAMILY,2,1939,Brick,SLATE,1,11,4,4,NA,2776,9572.8,VA,23221,39943
PA10355,517839.2823,SINGLE FAMILY,2,1939,Stone,SLATE,1,9,4,2.5,1,2250,719175,PA,15237,55016
VA10650,182947.577,SINGLE FAMILY,1.5,1944,Brick,SHINGLE,0,8,4,1,NA,1693,7729.62,VA,23225,35101
VA10722,372107.2148,SINGLE FAMILY,2,1910,Brick,METAL,1,8,3,2,NA,1548,2331,VA,23220,26557
PA10903,43167.85026,SINGLE FAMILY,1,1950,Frame,SHINGLE,1,5,2,1,0,900,4500,PA,15223,33724
PA10524,302937.5934,SINGLE FAMILY,2,2001,Brick,SHINGLE,1,8,4,2.5,0,2173,29185,PA,15025,60669
VA10218,97895.48202,SINGLE FAMILY,2,1920,Stucco,METAL,0,7,3,1,NA,1280,3281.25,VA,23222,29570
PA10130,298544.3797,SINGLE FAMILY,2,1994,Frame,SHINGLE,1,9,4,1.5,1,2076,14374,PA,15044,95289
PA10263,331392.3904,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,6,3,2,1,3353,58153,PA,15237,55016
PA10931,268274.488,SINGLE FAMILY,2,2012,Frame,SHINGLE,1,8,4,2.5,0,2408,16546,PA,15025,60669
PA10652,191927.7304,SINGLE FAMILY,1,1976,Brick,SHINGLE,1,7,3,2,1,1948,21840,PA,15241,85102
PA10666,297383.4742,SINGLE FAMILY,2,1925,Brick,SLATE,1,10,6,2,1,2730,6000,PA,15213,18473
VA10860,336954.8616,SINGLE FAMILY,2,1924,Stucco,SLATE,0,7,3,1.5,NA,2253,25221.24,VA,23225,35101
PA10321,643438.4547,SINGLE FAMILY,2,1973,Brick,SHINGLE,1,8,4,2.5,2,4550,2087636,PA,15037,55863
PA10409,92148.97847,SINGLE FAMILY,1.5,1930,Brick,SHINGLE,1,6,3,2,1,1618,11321,PA,15225,30625
VA10861,194685.7978,SINGLE FAMILY,1,1926,Frame,METAL,0,6,2,1,NA,704,2837.05,VA,23221,39943
PA10970,94628.63567,MULTI-FAMILY,3,1900,Brick,SHINGLE,1,8,4,2,0,2376,1530,PA,15213,18473
VA10998,458750.2137,SINGLE FAMILY,2,1913,Brick,METAL,0,7,3,2,NA,2280,2255,VA,23220,26557
PA10567,49531.22366,SINGLE FAMILY,2,1920,Brick,ROLL,1,4,2,1,0,900,784,PA,15224,22880
VA10918,252014.3506,SINGLE FAMILY,2,1900,Brick,METAL,0,7,3,2,NA,1824,2383,VA,23220,26557
VA10022,180383.3497,CONDOMINIUM,1,1915,Brick,METAL,0,4,1,1,NA,867,0,VA,23220,26557
PA10102,136965.0059,SINGLE FAMILY,1,1968,Brick,SHINGLE,1,5,3,1.5,0,1232,43500,PA,15037,55863
PA10373,112170.5571,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,5,3,1.5,0,910,13348,PA,15212,26712
VA10101,145534.4532,SINGLE FAMILY,1,1959,Brick,SHINGLE,0,6,3,1,NA,1098,11326,VA,23225,35101
PA10220,1012483.67,SINGLE FAMILY,2,2005,Stucco,SHINGLE,1,11,5,4.5,0,4977,37984,PA,15044,95289
PA10817,383135.3506,SINGLE FAMILY,1,1970,Brick,SHINGLE,1,5,2,2,0,3436,43459,PA,15332,62875
VA10324,404294.132,SINGLE FAMILY,2,1921,Brick,METAL,1,9,3,3,NA,1496,3310.2,VA,23221,39943
PA10250,166356.8344,SINGLE FAMILY,1,1961,Brick,SHINGLE,1,6,3,2.5,1,1911,13783,PA,15025,60669
PA10698,656292.9196,SINGLE FAMILY,1,1950,Stone,SLATE,1,10,3,3,2,3322,23950,PA,15243,60717
PA10807,278061.5031,SINGLE FAMILY,2,1951,Stone,SLATE,1,10,4,2.5,1,3168,11883,PA,15227,38439
VA10096,220400.5441,SINGLE FAMILY,1,1928,Stucco,SHINGLE,0,6,3,1,NA,1040,5280,VA,23227,36568
VA10484,325121.8717,SINGLE FAMILY,2,1900,Brick,METAL,0,8,3,2.5,NA,1768,1720,VA,23223,27936
VA10610,834198.8935,SINGLE FAMILY,1.5,1956,Brick,SLATE,0,9,5,4,NA,3707,17244,VA,23221,39943
VA10388,3990701.133,SINGLE FAMILY,2.5,1935,Brick,SLATE,0,19,8,8.5,NA,10060,302364,VA,23226,50519
VA10325,280742.3502,SINGLE FAMILY,1,1937,Brick,SLATE,0,7,4,1,NA,1211,5822,VA,23221,39943
VA10250,586060.016,SINGLE FAMILY,2,1924,Brick,SLATE,0,8,3,2.5,NA,2592,3600,VA,23220,26557
PA10648,84946.99668,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,6,3,1,1,1437,5346,PA,15214,30725
PA10631,261121.8402,SINGLE FAMILY,2,1990,Brick,SHINGLE,1,9,3,2.5,1,2412,7869,PA,15025,60669
VA10263,101650.873,SINGLE FAMILY,2,1920,Stucco,METAL,0,7,3,1,NA,1276,3093.75,VA,23222,29570
PA10696,238970.6251,MULTI-FAMILY,2,1890,Brick,ROLL,1,6,3,2,0,2152,2200,PA,15212,26712
VA10743,243528.8929,SINGLE FAMILY,2,1920,Stucco,METAL,0,6,4,3,NA,1853,4900,VA,23222,29570
VA10596,243127.6383,SINGLE FAMILY,1,1956,Brick,SHINGLE,0,8,4,3.5,NA,2541,17745,VA,23222,29570
VA10984,377414.8685,SINGLE FAMILY,1.8,1945,Brick,SLATE,0,7,3,1.5,NA,1615,7150,VA,23226,50519
PA10398,626011.5952,MULTI-FAMILY,1.5,1978,Log,SHINGLE,1,7,3,3,1,4710,871200,PA,15044,95289
PA10572,165929.1822,MULTI-FAMILY,2.5,1927,Frame,SHINGLE,1,10,6,3,0,2204,3150,PA,15213,18473
VA10871,481538.4486,SINGLE FAMILY,2,1954,Brick,SLATE,0,9,2,2.5,NA,3206,60984,VA,23235,56989
VA10842,291988.2976,SINGLE FAMILY,1.5,1927,Frame,SHINGLE,0,8,4,2,NA,1926,5775,VA,23227,36568
VA10961,537591.5742,SINGLE FAMILY,1.5,1945,Brick,SLATE,0,8,3,2.5,NA,2575,9750,VA,23221,39943
